id;TempF;R_150;R_300;R_400;R_600;R_900;R_1500;R_2500;R_4500
56;1300;55;140;190;280;420;705;1170;2110
57;100;0;0;0;1975;0;0;0;0
57;200;0;0;0;1800;0;0;0;0
57;300;0;0;0;1750;0;0;0;0
57;400;0;0;0;1690;0;0;0;0
57;500;0;0;0;1595;0;0;0;0
57;600;0;0;0;1460;0;0;0;0
57;650;0;0;0;1430;0;0;0;0
57;700;0;0;0;1420;0;0;0;0
57;750;0;0;0;1345;0;0;0;0
57;800;0;0;0;1100;0;0;0;0
57;850;0;0;0;715;0;0;0;0
57;900;0;0;0;460;0;0;0;0
57;950;0;0;0;275;0;0;0;0
57;1000;0;0;0;140;0;0;0;0
58;100;0;0;0;2000;0;0;0;0
58;200;0;0;0;2000;0;0;0;0
58;300;0;0;0;1925;0;0;0;0
58;400;0;0;0;1850;0;0;0;0
58;500;0;0;0;1775;0;0;0;0
58;600;0;0;0;1615;0;0;0;0
58;650;0;0;0;1570;0;0;0;0
58;700;0;0;0;1515;0;0;0;0
58;750;0;0;0;1420;0;0;0;0
58;800;0;0;0;1355;0;0;0;0
58;850;0;0;0;1300;0;0;0;0
58;900;0;0;0;1200;0;0;0;0
58;950;0;0;0;850;0;0;0;0
58;1000;0;0;0;575;0;0;0;0
58;1050;0;0;0;385;0;0;0;0
58;1100;0;0;0;255;0;0;0;0
58;1150;0;0;0;165;0;0;0;0
58;1200;0;0;0;100;0;0;0;0
59;100;0;0;0;2000;0;0;0;0
59;200;0;0;0;1985;0;0;0;0
59;300;0;0;0;1910;0;0;0;0
59;400;0;0;0;1880;0;0;0;0
59;500;0;0;0;1775;0;0;0;0
59;600;0;0;0;1615;0;0;0;0
59;650;0;0;0;1570;0;0;0;0
59;700;0;0;0;1515;0;0;0;0
59;750;0;0;0;1410;0;0;0;0
59;800;0;0;0;1355;0;0;0;0
59;850;0;0;0;1290;0;0;0;0
59;900;0;0;0;985;0;0;0;0
59;950;0;0;0;735;0;0;0;0
59;1000;0;0;0;530;0;0;0;0
59;1050;0;0;0;385;0;0;0;0
59;1100;0;0;0;265;0;0;0;0
59;1150;0;0;0;165;0;0;0;0
59;1200;0;0;0;95;0;0;0;0
60;100;0;0;0;1920;0;0;0;0
60;200;0;0;0;1600;0;0;0;0
60;300;0;0;0;1440;0;0;0;0
60;400;0;0;0;1325;0;0;0;0
60;500;0;0;0;1240;0;0;0;0
60;600;0;0;0;1165;0;0;0;0
60;650;0;0;0;1145;0;0;0;0
60;700;0;0;0;1135;0;0;0;0
60;750;0;0;0;1105;0;0;0;0
60;800;0;0;0;1075;0;0;0;0
60;850;0;0;0;1055;0;0;0;0
60;900;0;0;0;1035;0;0;0;0
60;950;0;0;0;1020;0;0;0;0
60;1000;0;0;0;855;0;0;0;0
60;1050;0;0;0;820;0;0;0;0
60;1100;0;0;0;685;0;0;0;0
60;1150;0;0;0;530;0;0;0;0
60;1200;0;0;0;415;0;0;0;0
60;1250;0;0;0;300;0;0;0;0
60;1300;0;0;0;225;0;0;0;0
60;1350;0;0;0;165;0;0;0;0
60;1400;0;0;0;130;0;0;0;0
60;1450;0;0;0;95;0;0;0;0
60;1500;0;0;0;70;0;0;0;0
61;100;90;240;320;480;720;1200;2000;3600
61;200;85;230;305;455;685;1140;1900;3420
61;300;85;225;300;445;670;1115;1860;3350
61;400;85;215;290;430;650;1080;1800;3240
61;500;85;215;290;430;650;1080;1800;3240
61;600;85;215;290;430;650;1080;1800;3240
61;650;85;215;290;430;650;1080;1800;3240
61;700;85;215;290;430;650;1080;1800;3240
61;750;80;210;280;420;635;1055;1760;3170
61;800;80;205;270;410;610;1020;1700;3060
61;850;65;205;270;410;610;1020;1700;3060
61;900;50;140;185;280;415;695;1155;2085
61;950;35;115;150;230;345;570;950;1715
61;1000;20;95;125;185;280;465;770;1390
61;1050;0;75;100;150;220;370;615;1100
61;1100;0;60;80;125;185;310;515;925
61;1150;0;45;60;95;140;230;385;695
61;1200;0;35;50;75;110;185;310;555
62;100;105;270;355;535;805;1340;2230;4020
62;200;100;255;340;510;765;1270;2120;3815
62;300;95;250;330;500;745;1245;2075;3735
62;400;90;240;320;480;725;1205;2010;3615
62;500;90;240;320;480;725;1205;2010;3615
62;600;90;240;320;480;725;1205;2010;3615
62;650;90;240;320;480;725;1205;2010;3615
62;700;90;240;320;480;725;1205;2010;3615
62;750;90;235;315;470;705;1180;1965;3535
62;800;85;230;305;455;685;1140;1895;3415
62;850;85;230;305;455;685;1140;1895;3415
62;900;70;180;240;360;540;905;1505;2710
62;950;55;150;200;295;445;745;1240;2230
62;1000;45;120;160;240;360;605;1005;1810
62;1050;35;95;130;195;290;480;805;1445
62;1100;30;80;105;160;240;400;670;1205
62;1150;25;60;80;120;180;300;500;905
62;1200;20;50;65;95;145;240;400;725
63;100;290;750;1000;1500;2250;3750;6250;11250
63;200;260;750;1000;1500;2250;3750;6250;11250
63;300;230;680;905;1360;2040;3395;5660;10190
63;400;200;600;795;1195;1795;2990;4980;8965
63;500;170;575;770;1150;1730;2880;4800;8640
63;600;140;560;745;1120;1680;2795;4660;8390
63;650;125;560;745;1120;1680;2795;4660;8390
63;700;110;560;745;1120;1680;2795;4660;8390
63;750;95;530;710;1065;1595;2660;4430;7970
63;800;80;510;675;1015;1525;2540;4230;7610
63;850;65;485;650;975;1460;2435;4060;7305
63;900;50;450;600;900;1350;2245;3745;6740
63;950;35;385;515;775;1160;1930;3220;5795
63;1000;20;365;485;725;1090;1820;3030;5450
63;1050;0;360;480;720;1080;1800;3000;5400
63;1100;0;325;430;645;965;1610;2685;4835
63;1150;0;275;365;550;825;1370;2285;4115
63;1200;0;205;275;410;620;1030;1715;3085
63;1250;0;180;245;365;545;910;1515;2725
63;1300;0;140;185;275;410;685;1145;2060
63;1350;0;105;140;205;310;515;860;1545
63;1400;0;75;100;150;225;380;630;1130
63;1450;0;60;80;115;175;290;485;875
63;1500;0;40;55;85;125;205;345;620
64;100;290;750;1000;1500;2250;3750;6250;11250
64;200;290;750;1000;1500;2250;3750;6250;11250
64;300;290;750;1000;1500;2250;3750;6250;11250
64;400;255;665;890;1335;2000;3335;5560;10005
64;500;245;645;855;1285;1930;3215;5355;9645
64;600;240;625;830;1250;1870;3120;5200;9360
64;650;240;625;830;1250;1870;3120;5200;9360
64;700;240;625;830;1250;1870;3120;5200;9360
64;750;240;625;830;1250;1870;3120;5200;9360
64;800;240;625;830;1250;1870;3120;5200;9360
64;850;225;585;780;1175;1760;2935;4890;8800
64;900;225;585;775;1165;1750;2915;4855;8740
64;950;180;470;630;945;1415;2360;3930;7070
64;1000;160;420;560;840;1260;2105;3505;6310
64;1050;160;420;560;840;1260;2105;3505;6310
64;1100;155;405;540;805;1210;2015;3360;6045
64;1150;130;345;460;685;1030;1715;2860;5145
64;1200;100;260;345;515;770;1285;2145;3860
64;1250;90;230;305;455;680;1135;1895;3410
64;1300;65;170;230;345;515;860;1430;2570
64;1350;50;130;170;260;385;645;1070;1930
64;1400;35;95;125;190;285;470;785;1415
64;1450;30;75;100;145;220;365;610;1095
64;1500;20;50;70;105;155;260;430;770
65;100;275;720;960;1440;2160;3600;6000;10800
65;200;260;720;960;1440;2160;3600;6000;10800
65;300;230;680;905;1360;2040;3400;5670;10205
65;400;200;640;855;1280;1920;3205;5340;9610
65;500;170;610;815;1225;1835;3060;5100;9180
65;600;140;595;790;1190;1780;2970;4950;8910
65;650;125;570;760;1140;1705;2845;4740;8530
66;100;290;750;1000;1500;2250;3750;6250;11250
66;200;290;750;1000;1500;2250;3750;6250;11250
66;300;290;750;1000;1500;2250;3750;6250;11250
66;400;275;715;955;1430;2145;3575;5960;10730
66;500;260;685;910;1365;2050;3415;5690;10245
66;600;255;665;885;1325;1990;3315;5525;9945
66;650;245;635;845;1270;1905;3175;5290;9520
67;100;245;640;855;1280;1920;3205;5340;9610
67;200;230;600;800;1200;1805;3005;5010;9020
67;300;210;545;725;1085;1630;2720;4530;8155
67;400;190;495;660;995;1490;2485;4140;7450
67;500;170;455;610;915;1370;2285;3810;6860
67;600;140;430;575;865;1295;2160;3600;6480
67;650;125;420;560;840;1265;2105;3510;6320
67;700;110;410;545;820;1230;2050;3420;6155
68;100;275;715;955;1430;2145;3575;5960;10730
68;200;255;670;895;1340;2015;3355;5590;10065
68;300;235;605;810;1215;1820;3035;5055;9100
68;400;215;555;740;1110;1665;2770;4620;8315
68;500;195;510;680;1020;1530;2550;4250;7655
68;600;185;480;645;965;1445;2410;4020;7230
68;650;180;470;625;940;1410;2350;3915;7050
68;700;175;460;610;915;1375;2290;3815;6870
69;100;260;670;895;1345;2015;3360;5600;10080
69;200;240;625;830;1245;1870;3115;5190;9340
69;300;225;585;780;1175;1760;2935;4890;8800
69;400;200;535;715;1075;1610;2680;4470;8045
69;500;170;500;665;1000;1500;2500;4170;7505
69;600;140;475;635;950;1425;2375;3960;7130
69;650;125;465;620;930;1395;2320;3870;6965
69;700;110;450;600;900;1350;2250;3750;6750
69;750;95;445;590;885;1330;2215;3690;6640
69;800;80;430;575;865;1295;2160;3600;6480
70;100;290;750;1000;1500;2250;3750;6250;11250
70;200;265;695;925;1390;2085;3475;5790;10425
70;300;250;655;875;1310;1965;3275;5460;9825
70;400;230;600;800;1195;1795;2995;4990;8980
70;500;215;560;745;1115;1675;2790;4655;8375
70;600;205;530;705;1060;1590;2650;4420;7955
70;650;200;520;690;1035;1555;2590;4320;7775
70;700;195;500;670;1005;1505;2510;4185;7535
70;750;190;495;660;990;1485;2470;4120;7415
70;800;185;480;645;965;1445;2410;4020;7230
71;100;290;750;1000;1500;2250;3750;6250;11250
71;200;260;705;940;1410;2115;3530;5880;10585
71;300;230;660;885;1325;1985;3310;5520;9935
71;400;200;635;845;1265;1900;3170;5280;9505
71;500;170;595;790;1190;1780;2970;4950;8910
71;600;140;560;750;1125;1685;2810;4680;8425
71;650;125;555;735;1105;1660;2765;4605;8290
71;700;110;545;725;1085;1630;2720;4530;8155
71;750;95;530;710;1065;1595;2660;4430;7970
71;800;80;510;675;1015;1525;2540;4230;7610
72;100;290;750;1000;1500;2250;3750;6250;11250
72;200;290;750;1000;1500;2250;3750;6250;11250
72;300;285;740;985;1480;2220;3695;6160;11090
72;400;270;705;945;1415;2120;3535;5895;10605
72;500;255;665;885;1325;1990;3315;5525;9945
72;600;240;625;835;1255;1880;3135;5225;9400
72;650;235;615;820;1235;1850;3085;5140;9250
72;700;235;605;810;1215;1820;3035;5055;9100
72;750;230;600;800;1195;1795;2995;4990;8980
72;800;225;590;790;1180;1770;2955;4920;8860
73;100;275;720;960;1440;2160;3600;6000;10800
73;200;245;645;860;1290;1935;3230;5380;9685
73;300;230;600;795;1195;1795;2990;4980;8965
73;400;200;560;750;1125;1685;2810;4680;8425
73;500;170;535;715;1070;1605;2675;4460;8030
73;600;140;520;690;1035;1555;2590;4320;7775
73;650;125;510;680;1020;1535;2555;4260;7670
73;700;110;505;675;1015;1520;2530;4220;7595
73;750;95;500;670;1005;1505;2510;4180;7525
73;800;80;495;660;995;1490;2485;4140;7450
73;850;65;485;650;975;1460;2435;4060;7305
73;900;50;450;600;900;1350;2245;3745;6740
73;950;35;385;515;775;1160;1930;3220;5795
73;1000;20;365;485;725;1090;1820;3030;5450
74;100;290;750;1000;1500;2250;3750;6250;11250
74;200;275;720;960;1440;2160;3605;6005;10810
74;300;255;665;890;1335;2000;3335;5560;10005
74;400;240;625;835;1255;1880;3135;5225;9400
74;500;230;595;795;1195;1790;2985;4980;8960
74;600;220;580;770;1155;1735;2895;4820;8680
74;650;220;570;760;1140;1710;2855;4755;8560
74;700;215;565;755;1130;1695;2825;4710;8480
74;750;215;560;745;1120;1680;2800;4665;8395
74;800;215;555;740;1110;1665;2770;4620;8315
74;850;210;550;735;1100;1650;2750;4585;8255
74;900;210;545;730;1095;1640;2730;4555;8195
74;950;180;470;630;945;1415;2360;3930;7070
74;1000;160;420;560;840;1260;2105;3505;6310
75;100;230;600;800;1200;1800;3000;5000;9000
75;200;205;540;720;1080;1620;2700;4500;8100
75;300;195;505;675;1015;1520;2530;4220;7595
75;400;185;480;640;960;1440;2400;4000;7200
75;500;170;455;610;910;1370;2280;3800;6840
75;600;140;440;585;880;1320;2195;3660;6590
75;650;125;425;565;850;1275;2125;3540;6370
75;700;110;420;560;840;1260;2100;3500;6300
75;750;95;415;550;825;1240;2065;3440;6190
75;800;80;410;545;815;1225;2040;3400;6120
75;850;65;400;530;795;1195;1990;3320;5975
75;900;50;395;530;790;1190;1980;3300;5940
75;950;35;385;515;775;1160;1930;3220;5795
75;1000;20;365;485;725;1090;1820;3030;5450
75;1050;0;325;435;650;975;1625;2710;4875
75;1100;0;320;430;640;965;1605;2675;4815
75;1150;0;275;365;550;825;1370;2285;4115
75;1200;0;205;275;410;620;1030;1715;3085
75;1250;0;180;245;365;545;910;1515;2725
75;1300;0;140;185;275;410;685;1145;2060
75;1350;0;105;140;205;310;515;860;1545
75;1400;0;75;100;150;225;380;630;1130
75;1450;0;60;80;115;175;290;485;875
75;1500;0;40;55;85;125;205;345;620
76;100;255;670;895;1340;2010;3350;5580;10045
76;200;230;605;805;1205;1810;3015;5020;9040
76;300;215;565;755;1130;1695;2825;4710;8480
76;400;205;535;715;1070;1605;2680;4465;8035
76;500;195;510;680;1020;1525;2545;4240;7635
76;600;190;490;655;980;1470;2450;4085;7355
76;650;180;475;630;950;1420;2370;3950;7110
76;700;180;470;625;940;1405;2345;3905;7030
76;750;175;460;615;920;1380;2305;3840;6910
76;800;175;455;605;910;1365;2275;3795;6830
76;850;170;445;595;890;1335;2225;3705;6670
76;900;170;440;590;885;1325;2210;3685;6630
76;950;165;435;580;870;1300;2170;3615;6510
76;1000;160;420;560;840;1260;2105;3505;6310
76;1050;160;420;560;840;1260;2105;3505;6310
76;1100;155;405;540;805;1210;2015;3360;6045
76;1150;130;345;460;685;1030;1715;2860;5145
76;1200;100;260;345;515;770;1285;2145;3860
76;1250;90;230;305;455;680;1135;1895;3410
76;1300;65;170;230;345;515;860;1430;2570
76;1350;50;130;170;260;385;645;1070;1930
76;1400;35;95;125;190;285;470;785;1415
76;1450;30;75;100;145;220;365;610;1095
76;1500;20;50;70;105;155;260;430;770
77;100;275;720;960;1440;2160;3600;6000;10800
77;200;245;635;850;1270;1910;3180;5300;9540
77;300;225;590;785;1175;1765;2940;4900;8820
77;400;200;550;735;1105;1655;2760;4600;8280
77;500;170;525;700;1050;1575;2630;4380;7885
77;600;140;500;670;1005;1505;2510;4180;7525
77;650;125;490;655;980;1470;2450;4080;7345
77;700;110;480;645;965;1445;2410;4020;7235
77;750;95;470;625;940;1410;2350;3920;7055
77;800;80;465;620;925;1390;2315;3860;6950
77;850;65;455;605;905;1360;2270;3780;6805
77;900;50;445;590;885;1330;2215;3690;6640
77;950;35;385;515;775;1160;1930;3220;5795
77;1000;20;365;485;725;1090;1820;3030;5450
77;1050;0;310;410;615;925;1545;2570;4630
77;1100;0;240;320;480;720;1205;2005;3610
77;1150;0;185;245;370;555;925;1545;2775
77;1200;0;145;195;290;435;725;1210;2175
77;1250;0;115;155;235;350;585;975;1760
77;1300;0;95;130;190;285;480;795;1435
77;1350;0;75;100;150;220;370;615;1110
77;1400;0;55;75;110;165;280;465;835
77;1450;0;45;60;95;140;230;385;695
77;1500;0;35;45;70;100;170;285;510
78;100;290;750;1000;1500;2250;3750;6250;11250
78;200;270;710;945;1420;2130;3550;5915;10645
78;300;250;655;875;1315;1970;3280;5470;9845
78;400;235;615;820;1230;1850;3080;5135;9240
78;500;225;585;780;1175;1760;2935;4890;8800
78;600;215;560;745;1120;1680;2800;4665;8395
78;650;210;545;730;1095;1640;2730;4555;8195
78;700;205;540;720;1075;1615;2690;4485;8075
78;750;200;525;700;1050;1575;2625;4375;7875
78;800;200;515;690;1035;1550;2585;4310;7755
78;850;195;505;675;1015;1520;2530;4220;7595
78;900;190;495;660;990;1485;2470;4120;7415
78;950;180;470;630;945;1415;2360;3930;7070
78;1000;160;420;560;840;1260;2105;3505;6310
78;1050;155;400;535;805;1205;2010;3350;6025
78;1100;120;315;420;625;940;1565;2610;4700
78;1150;90;240;320;480;725;1205;2010;3615
78;1200;70;190;250;380;565;945;1575;2835
78;1250;60;155;205;305;460;765;1270;2290
78;1300;50;125;165;250;375;625;1040;1870
78;1350;35;95;130;195;290;480;805;1445
78;1400;30;70;95;145;215;360;605;1085
78;1450;25;60;80;120;180;300;500;905
78;1500;15;45;60;90;135;220;370;665
79;100;290;750;1000;1500;2250;3750;6250;11250
79;200;260;720;960;1440;2160;3600;6000;10800
79;300;230;665;885;1330;1995;3325;5540;9970
79;400;200;615;820;1230;1845;3070;5120;9215
79;500;170;575;770;1150;1730;2880;4800;8640
79;600;140;555;740;1115;1670;2785;4640;8350
79;650;125;550;735;1100;1650;2750;4580;8245
79;700;110;540;725;1085;1625;2710;4520;8135
79;750;95;530;710;1065;1595;2660;4430;7970
80;100;290;750;1000;1500;2250;3750;6250;11250
80;200;290;750;1000;1500;2250;3750;6250;11250
80;300;285;740;990;1485;2225;3710;6185;11130
80;400;265;685;915;1370;2055;3430;5715;10285
80;500;245;645;855;1285;1930;3215;5355;9645
80;600;240;620;830;1245;1865;3105;5180;9320
80;650;235;615;820;1225;1840;3065;5110;9200
80;700;230;605;805;1210;1815;3025;5045;9080
80;750;230;595;795;1195;1790;2985;4980;8960
81;100;0;0;0;2000;0;0;0;0
81;200;0;0;0;2000;0;0;0;0
81;300;0;0;0;1940;0;0;0;0
81;400;0;0;0;1880;0;0;0;0
81;500;0;0;0;1775;0;0;0;0
81;600;0;0;0;1615;0;0;0;0
81;650;0;0;0;1570;0;0;0;0
81;700;0;0;0;1515;0;0;0;0
81;750;0;0;0;1420;0;0;0;0
81;800;0;0;0;1355;0;0;0;0
81;850;0;0;0;1300;0;0;0;0
81;900;0;0;0;1200;0;0;0;0
81;950;0;0;0;1005;0;0;0;0
81;1000;0;0;0;695;0;0;0;0
81;1050;0;0;0;465;0;0;0;0
81;1100;0;0;0;295;0;0;0;0
81;1150;0;0;0;180;0;0;0;0
81;1200;0;0;0;110;0;0;0;0
82;100;0;0;0;2000;0;0;0;0
82;200;0;0;0;2000;0;0;0;0
82;300;0;0;0;1940;0;0;0;0
82;400;0;0;0;1880;0;0;0;0
82;500;0;0;0;1775;0;0;0;0
82;600;0;0;0;1615;0;0;0;0
82;650;0;0;0;1570;0;0;0;0
82;700;0;0;0;1515;0;0;0;0
82;750;0;0;0;1420;0;0;0;0
82;800;0;0;0;1355;0;0;0;0
82;850;0;0;0;1300;0;0;0;0
82;900;0;0;0;1200;0;0;0;0
82;950;0;0;0;1005;0;0;0;0
82;1000;0;0;0;675;0;0;0;0
82;1050;0;0;0;460;0;0;0;0
82;1100;0;0;0;300;0;0;0;0
82;1150;0;0;0;200;0;0;0;0
82;1200;0;0;0;140;0;0;0;0
83;100;0;0;0;1920;0;0;0;0
83;200;0;0;0;1655;0;0;0;0
83;300;0;0;0;1495;0;0;0;0
83;400;0;0;0;1370;0;0;0;0
83;500;0;0;0;1275;0;0;0;0
83;600;0;0;0;1205;0;0;0;0
83;650;0;0;0;1185;0;0;0;0
83;700;0;0;0;1160;0;0;0;0
83;750;0;0;0;1140;0;0;0;0
83;800;0;0;0;1125;0;0;0;0
83;850;0;0;0;1115;0;0;0;0
83;900;0;0;0;1105;0;0;0;0
83;950;0;0;0;1030;0;0;0;0
83;1000;0;0;0;935;0;0;0;0
83;1050;0;0;0;915;0;0;0;0
83;1100;0;0;0;815;0;0;0;0
83;1150;0;0;0;630;0;0;0;0
83;1200;0;0;0;495;0;0;0;0
83;1250;0;0;0;390;0;0;0;0
83;1300;0;0;0;310;0;0;0;0
83;1350;0;0;0;255;0;0;0;0
83;1400;0;0;0;200;0;0;0;0
83;1450;0;0;0;155;0;0;0;0
83;1500;0;0;0;110;0;0;0;0
84;100;0;0;0;1600;0;0;0;0
84;200;0;0;0;1350;0;0;0;0
84;300;0;0;0;1210;0;0;0;0
84;400;0;0;0;1100;0;0;0;0
84;500;0;0;0;1020;0;0;0;0
84;600;0;0;0;960;0;0;0;0
84;650;0;0;0;935;0;0;0;0
84;700;0;0;0;915;0;0;0;0
84;750;0;0;0;895;0;0;0;0
84;800;0;0;0;875;0;0;0;0
84;850;0;0;0;860;0;0;0;0
85;100;0;0;0;1920;0;0;0;0
85;200;0;0;0;1760;0;0;0;0
85;300;0;0;0;1640;0;0;0;0
85;400;0;0;0;1530;0;0;0;0
85;500;0;0;0;1440;0;0;0;0
85;600;0;0;0;1370;0;0;0;0
85;650;0;0;0;1345;0;0;0;0
85;700;0;0;0;1320;0;0;0;0
85;750;0;0;0;1310;0;0;0;0
85;800;0;0;0;1300;0;0;0;0
85;850;0;0;0;1295;0;0;0;0
85;900;0;0;0;1200;0;0;0;0
85;950;0;0;0;1030;0;0;0;0
85;1000;0;0;0;970;0;0;0;0
85;1050;0;0;0;960;0;0;0;0
85;1100;0;0;0;860;0;0;0;0
85;1150;0;0;0;735;0;0;0;0
85;1200;0;0;0;460;0;0;0;0
85;1250;0;0;0;330;0;0;0;0
85;1300;0;0;0;250;0;0;0;0
85;1350;0;0;0;180;0;0;0;0
85;1400;0;0;0;145;0;0;0;0
85;1450;0;0;0;110;0;0;0;0
85;1500;0;0;0;95;0;0;0;0
86;100;230;600;800;1200;1800;3000;5000;9000
86;200;200;520;690;1035;1555;2590;4320;7775
86;300;180;465;620;930;1395;2330;3880;6985
86;400;160;420;565;845;1265;2110;3520;6335
86;500;150;390;520;780;1165;1945;3240;5830
86;600;140;360;480;720;1080;1800;3000;5400
87;100;255;665;885;1330;1995;3320;5535;9965
87;200;215;560;750;1125;1685;2805;4680;8420
87;300;195;510;680;1020;1530;2550;4250;7650
87;400;180;470;630;945;1415;2355;3930;7070
87;500;165;435;580;870;1300;2170;3615;6510
87;600;155;400;535;805;1205;2010;3350;6025
88;100;290;750;1000;1500;2250;3750;6250;11250
88;200;260;750;1000;1500;2250;3750;6250;11250
88;300;230;730;970;1455;2185;3640;6070;10925
88;400;200;705;940;1410;2115;3530;5880;10585
88;500;170;665;885;1330;1995;3325;5540;9965
88;600;140;605;805;1210;1815;3025;5040;9070
88;650;125;590;785;1175;1765;2940;4905;8825
88;700;110;570;755;1135;1705;2840;4730;8515
88;750;95;530;710;1065;1595;2660;4430;7970
88;800;80;510;675;1015;1525;2540;4230;7610
88;850;65;485;650;975;1460;2435;4060;7305
88;900;50;450;600;900;1350;2245;3745;6740
88;950;35;385;515;775;1160;1930;3220;5795
88;1000;20;365;485;725;1090;1820;3030;5450
88;1050;20;360;480;720;1080;1800;3000;5400
88;1100;20;300;400;605;905;1510;2515;4525
88;1150;20;225;295;445;670;1115;1855;3345
88;1200;20;145;190;290;430;720;1200;2160
89;100;290;750;1000;1500;2250;3750;6250;11250
89;200;290;750;1000;1500;2250;3750;6250;11250
89;300;290;750;1000;1500;2250;3750;6250;11250
89;400;290;750;1000;1500;2250;3750;6250;11250
89;500;290;750;1000;1500;2250;3750;6250;11250
89;600;290;750;1000;1500;2250;3750;6250;11250
89;650;290;750;1000;1500;2250;3750;6250;11250
89;700;280;735;980;1465;2200;3665;6110;10995
89;750;280;730;970;1460;2185;3645;6070;10930
89;800;275;720;960;1440;2160;3600;6000;10800
89;850;260;680;905;1355;2030;3385;5645;10160
89;900;230;600;800;1200;1800;3000;5000;9000
89;950;180;470;630;945;1415;2360;3930;7070
89;1000;160;420;560;840;1260;2105;3505;6310
89;1050;160;420;560;840;1260;2105;3505;6310
89;1100;145;375;505;755;1130;1885;3145;5655
89;1150;105;280;370;555;835;1395;2320;4180
89;1200;70;180;240;360;540;900;1500;2700
90;100;275;720;0;0;0;0;6000;0
90;200;235;610;0;0;0;0;5080;0
90;300;210;545;0;0;0;0;4540;0
90;400;190;495;0;0;0;0;4120;0
90;500;170;460;0;0;0;0;3820;0
90;600;140;435;0;0;0;0;3640;0
90;650;125;430;0;0;0;0;3560;0
90;700;110;420;0;0;0;0;3500;0
90;750;95;415;0;0;0;0;3460;0
90;800;80;415;0;0;0;0;3440;0
90;850;65;410;0;0;0;0;3400;0
90;900;50;405;0;0;0;0;3380;0
90;950;35;385;0;0;0;0;3220;0
90;1000;20;355;0;0;0;0;2970;0
90;1050;0;345;0;0;0;0;2885;0
90;1100;0;300;0;0;0;0;2515;0
90;1150;0;235;0;0;0;0;1970;0
90;1200;0;180;0;0;0;0;1515;0
90;1250;0;140;0;0;0;0;1170;0
90;1300;0;105;0;0;0;0;885;0
90;1350;0;80;0;0;0;0;685;0
90;1400;0;60;0;0;0;0;515;0
90;1450;0;50;0;0;0;0;400;0
90;1500;0;40;0;0;0;0;315;0
91;100;230;0;0;0;0;3000;5000;0
91;200;210;0;0;0;0;2760;4600;0
91;300;200;0;0;0;0;2605;4340;0
91;400;190;0;0;0;0;2450;4080;0
91;500;170;0;0;0;0;2315;3860;0
91;600;140;0;0;0;0;2195;3660;0
91;650;125;0;0;0;0;2150;3580;0
91;700;110;0;0;0;0;2090;3480;0
91;750;95;0;0;0;0;2050;3420;0
91;800;80;0;0;0;0;2005;3340;0
91;850;65;0;0;0;0;1970;3280;0
91;900;50;0;0;0;0;1930;3220;0
91;950;35;0;0;0;0;1895;3160;0
91;1000;20;0;0;0;0;1820;3030;0
91;1050;0;0;0;0;0;1750;2915;0
91;1100;0;0;0;0;0;1610;2685;0
91;1150;0;0;0;0;0;1370;2285;0
91;1200;0;0;0;0;0;1030;1715;0
91;1250;0;0;0;0;0;910;1515;0
91;1300;0;0;0;0;0;685;1145;0
91;1350;0;0;0;0;0;515;860;0
91;1400;0;0;0;0;0;380;630;0
91;1450;0;0;0;0;0;290;485;0
91;1500;0;0;0;0;0;205;345;0
